Epoch,SSIM,PSNR
1,0.683965263644057,17.914756519859765
11,0.773781012018841,19.473128289948875
21,0.8624960344849981,21.650232687427252
31,0.8167897896094632,19.93769144214269
41,0.8340047361225448,22.19831865014671
51,0.8327552270755202,21.272533054445333
61,0.8887774969022645,23.0659215553145
71,0.880613629560388,22.844136468554776
81,0.8776713451401466,22.448776527782396
91,0.8719071062197926,21.77421194896116
