Epoch,SSIM,PSNR
1,0.3618421440302443,14.433053601517006
11,0.7914630552552372,20.3299763456796
21,0.8134862948925246,21.243443960472906
31,0.8182490459106662,21.14006733523279
41,0.853864370478309,22.24208779117129
51,0.8253105393173922,20.918709031982047
61,0.8334412831864019,21.44851410969262
71,0.8639390010391808,22.399292193785087
81,0.8534696906805395,22.346782184736913
91,0.8765672908634157,22.605896134425752
