Epoch,SSIM,PSNR
1,0.46900037258158855,15.289984737688252
11,0.8364688059146931,21.634976163073162
21,0.8395460092572332,21.189275427940316
31,0.859482169149491,22.165230034231108
41,0.8326449309222717,21.61689740556144
51,0.8501515150691644,22.092660696778033
61,0.8742966401090659,22.87867823328614
71,0.8678920953883469,22.393984352620937
81,0.8594572035697025,22.138009726499675
91,0.885479748646337,22.899712400197345
