Epoch,SSIM,PSNR
1,0.6630636169672273,17.695429120676348
11,0.8554180406982735,21.90849022600204
21,0.8616264516615275,22.332485583916355
31,0.8151419743278322,21.169906406247314
41,0.8631027174085284,22.264560088892082
51,0.8235045972001879,21.092501610759943
61,0.8911642903610185,23.172346671090196
71,0.8888020141221802,23.017931668870492
81,0.8864071939044221,23.199387498408947
91,0.8926068771109962,23.33263391488001
