Epoch,SSIM,PSNR
1,0.7447256149922346,19.473719576391545
11,0.8701207626214951,22.173929691536355
21,0.8564276080164284,21.695215759831367
31,0.832645715418719,21.75072925985523
41,0.8746826874559456,22.27759063345678
51,0.8755519309107599,22.63564351301828
61,0.8635391766057166,22.090980110467058
71,0.8891892495165936,23.0761995872119
81,0.8540338796768129,23.169779538665075
91,0.8219111285787289,23.977563767217277
