Epoch,SSIM,PSNR
1,0.5412752166611103,16.05493505360452
11,0.8128494603478909,20.5134148541601
21,0.7937033697606687,19.223869284986314
31,0.797584134144277,20.16983010707738
41,0.8407767020174169,21.19292011718454
51,0.862892999337105,22.20512273931796
61,0.8691292074973381,22.49391537748394
71,0.8675446678353909,22.293698855676727
81,0.8831797639417397,22.946636570077704
91,0.8862421066441709,23.136038453076957
